run_id,case_id,artifact_type,file_path,git_tracked,tool,source_node,condition_id,meb_nm,temperature_K,vd_V,vg_condition,mesh_id,physics_id,status,description
r03,r3b,raw_csv,data/run03/raw/r3b_b0_medium_btbt_on_vd1p0_vg0_m0p4_substrate_raw.csv,yes,Sentaurus Visual,n46,r3b_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3c,raw_csv,data/run03/raw/r3c_b0_meshgidl_btbt_on_vd1p0_vg0_m0p4_drain_raw.csv,yes,Sentaurus Visual,n46,r3c_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3c,raw_csv,data/run03/raw/r3c_b0_meshgidl_btbt_on_vd1p0_vg0_m0p4_gate_raw.csv,yes,Sentaurus Visual,n46,r3c_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3c,raw_csv,data/run03/raw/r3c_b0_meshgidl_btbt_on_vd1p0_vg0_m0p4_source_raw.csv,yes,Sentaurus Visual,n46,r3c_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3c,raw_csv,data/run03/raw/r3c_b0_meshgidl_btbt_on_vd1p0_vg0_m0p4_substrate_raw.csv,yes,Sentaurus Visual,n46,r3c_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3d,raw_csv,data/run03/raw/r3d_b0_meshgidl_btbt_off_vd1p2_vg0_m0p7_drain_raw.csv,yes,Sentaurus Visual,n46,r3d_btbt_off,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_off,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3d,raw_csv,data/run03/raw/r3d_b0_meshgidl_btbt_on_vd1p2_vg0_m0p5_drain_raw.csv,yes,Sentaurus Visual,n46,r3d_btbt_nonlocalpath,36,300,1.2,0 to -0.5 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3d,raw_csv,data/run03/raw/r3d_b0_meshgidl_btbt_on_vd1p2_vg0_m0p6_drain_raw.csv,yes,Sentaurus Visual,n46,r3d_btbt_nonlocalpath,36,300,1.2,0 to -0.6 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3d,raw_csv,data/run03/raw/r3d_b0_meshgidl_btbt_on_vd1p2_vg0_m0p7_drain_raw.csv,yes,Sentaurus Visual,n46,r3d_btbt_nonlocalpath,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3d,processed_csv,data/run03/processed/r3d_btbt_on_off_summary.csv,yes,Python,derived_from_raw,r3d_on_off_summary,36,300,1.2,selected VG=-0.4/-0.5/-0.6/-0.65/-0.7 V,mesh_gidl,btbt_on_off_comparison,derived_verified,Directly computed from final R3_D_3.csv and R3_D_4.csv; no smoothing.
r03,r3d,image,assets/images/run03/00_swb_r3_ab_setup.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3a,image,assets/images/run03/01_r3a_btbt_off_reference.png,yes,Sentaurus Visual/SWB,see screenshot,r3a_evidence,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_image,Actual conversation screenshot copied without data modification.
r03,r3b,image,assets/images/run03/02_r3b_all_terminal_reference.png,yes,Sentaurus Visual/SWB,see screenshot,r3b_evidence,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3b,image,assets/images/run03/03_r3b_btbt_generation_full.png,yes,Sentaurus Visual/SWB,see screenshot,r3b_evidence,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3c,image,assets/images/run03/04_r3c_mesh_code3_swb.png,yes,Sentaurus Visual/SWB,see screenshot,r3c_evidence,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3c,image,assets/images/run03/05_r3c_mesh_gidl_full.png,yes,Sentaurus Visual/SWB,see screenshot,r3c_evidence,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3c,image,assets/images/run03/06_r3c_mesh_gidl_hotspot_zoom.png,yes,Sentaurus Visual/SWB,see screenshot,r3c_evidence,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3c,image,assets/images/run03/07_r3c_medium_vs_meshgidl_overlay.png,yes,Sentaurus Visual/SWB,see screenshot,r3c_evidence,36,300,1.0,0 to -0.4 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/08_r3d_vg_m0p5_drain.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/09_r3d_vg_m0p6_drain.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/10_r3d_vg_m0p7_btbt_on_drain.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/11_r3d_vg_m0p7_btbt_off_drain.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_off,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/12_r3d_btbt_on_off_overlay.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/13_r3d_btbt_generation_full.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/14_r3d_btbt_generation_zoom.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/15_r3d_efield_full.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
r03,r3d,image,assets/images/run03/16_r3d_efield_zoom.png,yes,Sentaurus Visual/SWB,see screenshot,r3d_evidence,36,300,1.2,0 to -0.7 V,mesh_gidl,btbt_nonlocalpath,verified_image,Actual conversation screenshot copied without data modification.
